year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_american_indian_and.5,race_total_population_one_race_american_indian_and.6,state_fips,county_fips,race_total_population_one_race_american_indian_and.7,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2023,San Augustine County,Texas,7889,3787,4102,92.3,316,482,496,471,342,709,726,998,620,593,1189,664,283,48.8,1585,6587,6304,6099,2503,2136,6304,3079,3225,95.5,2136,994,1142,87.0,7889,7751,138,7751,5574,1746,72,13,0,0,0,0,0,48,405,59,0,0,0,0,0,0,0,0,0,0,0,0,0,359,138,16,19,0,64,0,0,7889,5673,1762,130,0,0,462,7889,643,626,0,0,17,7246,5406,1746,59,0,0,0,35,0,35,4799,6054,2970,3084
2023,San Jacinto County,Texas,27983,13883,14100,98.5,1441,1915,1616,1683,1684,2814,2820,3496,2382,2218,3579,1711,624,45.0,6049,22553,21934,20872,6959,5914,21934,10915,11019,99.1,5914,2885,3029,95.2,27983,24505,3478,24505,20489,2365,207,12,0,45,0,0,0,48,407,150,54,0,0,12,0,42,0,0,0,0,0,0,0,1390,3478,422,344,0,2515,50,0,27983,23917,2882,649,54,99,3908,27983,5129,4001,205,266,657,22854,19494,2274,28,54,0,3,1001,107,894,14487,20544,10311,10233
2023,San Patricio County,Texas,69519,35450,34069,104.1,4649,4619,5654,4879,4176,8984,9554,8193,3963,4163,6248,3305,1132,37.1,18078,53515,51441,48721,13239,10685,51441,25893,25548,101.4,10685,5003,5682,88.0,69519,50767,18752,50767,44690,1122,312,42,0,51,0,0,0,48,409,219,682,81,111,219,36,40,66,129,137,0,103,34,0,3824,18752,565,461,258,16821,14,1,69519,63244,1933,899,1281,291,21075,69519,39012,35105,434,616,2857,30507,26720,1000,35,674,137,447,1494,424,1070,29954,49383,24752,24631
2023,San Saba County,Texas,5802,3062,2740,111.8,269,394,222,407,398,828,712,525,265,479,738,430,135,40.1,1113,4817,4689,4475,1563,1303,4689,2537,2152,117.9,1303,646,657,98.3,5802,4975,827,4975,4503,141,21,0,0,0,0,0,0,48,411,21,12,0,0,2,0,0,10,0,11,0,0,0,11,287,827,130,56,28,585,10,0,5802,5320,292,94,40,11,890,5802,1753,1643,10,0,100,4049,3639,141,11,12,11,0,235,11,224,2848,4307,2231,2076
2023,Schleicher County,Texas,2426,1152,1274,90.4,191,124,163,145,105,264,349,277,87,203,369,108,41,39.8,580,1920,1846,1780,634,518,1846,928,918,101.1,518,237,281,84.3,2426,2184,242,2184,1441,18,1,0,0,0,0,0,0,48,413,1,0,0,0,0,0,0,0,0,9,0,0,0,9,715,242,0,27,0,211,0,0,2426,1679,18,28,0,13,930,2426,1282,1236,0,0,46,1144,1077,18,0,0,9,0,40,13,27,1290,1761,870,891
2023,Scurry County,Texas,16633,8910,7723,115.4,1049,1039,1407,1202,1043,2462,2179,1699,1090,903,1542,752,266,36.4,4210,12977,12423,11667,3204,2560,12423,6790,5633,120.5,2560,1199,1361,88.1,16633,14420,2213,14420,11460,445,224,0,0,0,0,3,0,48,415,221,104,0,11,40,1,0,42,10,0,0,0,0,0,2187,2213,112,266,21,1692,32,5,16633,13607,626,605,127,14,3936,16633,7089,6474,54,8,553,9544,8256,445,206,104,0,123,410,98,312,6896,12074,6567,5507
2023,Shackelford County,Texas,3169,1531,1638,93.5,171,198,174,295,129,298,376,353,217,317,376,172,93,43.9,717,2563,2452,2319,834,641,2452,1160,1292,89.8,641,299,342,87.4,3169,2933,236,2933,2751,37,8,0,1,0,0,0,0,48,417,7,6,0,0,0,0,5,1,0,0,0,0,0,0,131,236,11,64,14,146,0,0,3169,2986,49,72,21,0,277,3169,401,383,0,0,18,2768,2614,37,0,6,0,0,111,21,90,1572,2440,1157,1283
2023,Shelby County,Texas,24108,12082,12026,100.5,1690,1387,2167,1730,1398,2624,2624,3116,1500,1596,2576,1357,343,40.0,6339,18496,17769,16861,5296,4276,17769,8780,8989,97.7,4276,2021,2255,89.6,24108,22072,2036,22072,16166,3751,289,2,0,102,0,0,0,48,419,185,35,0,0,15,13,0,7,0,212,0,212,0,0,1619,2036,97,661,0,1216,35,0,24108,18154,3897,1012,36,213,2848,24108,4736,4553,0,0,183,19372,14466,3751,185,35,212,30,693,29,664,11530,16597,8140,8457
2023,Sherman County,Texas,2434,1211,1223,99.0,137,96,115,335,163,333,251,152,236,217,196,153,50,36.5,532,2033,1902,1719,530,399,1902,961,941,102.1,399,162,237,68.4,2434,1922,512,1922,1667,4,1,0,0,0,0,0,0,48,421,1,28,0,0,28,0,0,0,0,0,0,0,0,0,222,512,6,5,21,480,0,0,2434,2179,10,6,49,0,702,2434,1149,1049,0,0,100,1285,1223,4,0,28,0,3,27,0,27,1117,1573,762,811
2023,Smith County,Texas,238014,115366,122648,94.1,15096,16566,16214,16874,15786,31951,29523,26919,14366,13900,23752,11920,5147,37.4,57909,186877,180105,169887,49060,40819,180105,85754,94351,90.9,40819,18156,22663,80.1,238014,217354,20660,217354,164335,39645,967,203,1,123,0,0,0,48,423,640,3925,515,607,803,14,127,658,1201,194,0,69,0,125,8288,20660,3368,1469,658,14047,101,107,238014,184448,43592,2909,4862,350,23026,238014,49012,44002,474,82,4454,189002,137969,39597,146,3855,194,612,6629,959,5670,98672,168887,79919,88968
2023,Somervell County,Texas,9510,4791,4719,101.5,438,380,770,690,449,941,1265,1262,533,921,1094,452,315,44.0,2059,7708,7451,7163,2441,1861,7451,3704,3747,98.9,1861,940,921,102.1,9510,8476,1034,8476,7939,183,44,0,0,0,0,0,0,48,425,44,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1034,40,161,0,654,0,0,9510,8973,223,384,0,0,1143,9510,1719,1646,23,0,50,7791,7328,183,16,0,0,51,213,12,201,3967,6888,3385,3503
2023,Starr County,Texas,65809,32110,33699,95.3,6055,5739,6372,5565,5363,8881,7476,7256,2807,2909,4271,2083,1032,29.1,21566,46794,44243,40873,9041,7386,44243,21220,23023,92.2,7386,3211,4175,76.9,65809,36890,28919,36890,29115,217,101,78,0,0,0,0,0,48,427,23,17,0,0,17,0,0,0,0,0,0,0,0,0,7440,28919,0,7,0,28826,0,0,65809,57970,229,172,17,26,36344,65809,64036,60836,24,19,3157,1773,1417,164,0,17,0,117,58,58,0,23008,32306,15925,16381
2023,Stephens County,Texas,9278,5081,4197,121.1,503,440,682,548,760,1063,1255,916,552,728,1098,541,192,41.6,1981,7505,7297,7037,2239,1831,7297,3938,3359,117.2,1831,841,990,84.9,9278,8198,1080,8198,7361,298,74,23,0,0,0,0,0,48,429,51,91,21,4,0,0,0,55,11,0,0,0,0,0,374,1080,68,82,5,824,0,0,9278,8351,366,257,96,0,1299,9278,2308,2156,0,0,152,6970,6379,290,0,91,0,24,186,20,166,4669,6953,3790,3163
2023,Sterling County,Texas,1389,743,646,115.0,126,147,185,119,25,195,161,156,23,68,75,93,16,31.4,500,927,889,812,199,184,889,453,436,103.9,184,76,108,70.4,1389,1258,131,1258,1135,2,2,0,0,0,0,0,0,48,431,2,2,0,0,2,0,0,0,0,0,0,0,0,0,117,131,0,0,4,127,0,0,1389,1266,2,2,6,0,244,1389,447,434,0,7,6,942,932,2,2,2,0,0,4,0,4,508,785,446,339
2023,Stonewall County,Texas,1244,594,650,91.4,69,58,96,127,86,88,89,138,45,129,181,98,40,46.5,334,972,910,857,406,319,910,446,464,96.1,319,157,162,96.9,1244,1168,76,1168,1147,7,0,0,0,0,0,0,0,48,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,76,0,0,0,76,0,0,1244,1223,7,0,0,0,90,1244,283,283,0,0,0,961,938,7,0,0,0,0,16,16,0,733,897,446,451
2023,Sutton County,Texas,3306,1678,1628,103.1,257,329,268,163,144,502,292,435,308,81,311,164,52,34.9,901,2452,2405,2236,575,527,2405,1209,1196,101.1,527,279,248,112.5,3306,3004,302,3004,1628,4,29,14,0,0,0,0,0,48,435,15,0,0,0,0,0,0,0,0,11,0,11,0,0,1332,302,25,12,0,265,0,0,3306,1930,29,41,0,11,1597,3306,2162,2038,0,104,20,1144,1065,4,15,0,11,6,43,6,37,1740,2181,1084,1097
2023,Swisher County,Texas,6981,3958,3023,130.9,436,425,602,339,700,892,811,751,450,347,772,280,176,36.5,1697,5455,5284,5111,1453,1228,5284,2917,2367,123.2,1228,533,695,76.7,6981,5897,1084,5897,4827,561,37,0,0,0,0,3,0,48,437,34,69,21,3,39,0,0,0,6,23,23,0,0,0,380,1084,78,74,0,926,0,6,6981,5905,645,111,69,23,1312,6981,3194,2850,3,49,292,3787,2860,544,34,9,0,156,184,32,152,3038,4891,2664,2227
2023,Tarrant County,Texas,2135743,1049149,1086594,96.6,138478,148388,163353,156407,142044,315991,299570,269205,126638,119196,160217,70750,25506,35.1,548477,1653897,1587266,1500831,323037,256473,1587266,769793,817473,94.2,256473,113679,142794,79.6,2135743,1811978,323765,1811978,1112743,374520,11656,3234,12,918,0,125,3,48,439,7364,125856,26498,11442,10277,1483,5729,35434,34993,4803,1135,824,428,2416,182400,323765,28347,13885,14667,236931,2779,4576,2135743,1421627,420231,38458,150445,7685,437211,2135743,637594,511950,27709,7990,89945,1498149,921922,366947,3221,124187,4252,8788,68832,8626,60206,827874,1401301,674908,726393
2023,Taylor County,Texas,144259,70882,73377,96.6,9902,9973,9809,11181,14814,20729,17885,13584,7523,7562,11993,6372,2932,33.0,35427,112366,108832,100618,25944,21297,108832,52865,55967,94.5,21297,9240,12057,76.6,144259,125125,19134,125125,101650,11567,547,72,4,23,0,11,0,48,441,437,3258,208,226,952,172,303,687,710,228,217,0,0,11,7875,19134,1605,1096,696,14239,8,395,144259,120210,14149,2413,4132,315,23114,144259,35709,30596,778,334,4001,108550,89142,11066,215,3143,228,889,3867,406,3461,61581,104103,50270,53833
2023,Terrell County,Texas,851,458,393,116.5,6,25,68,28,19,21,61,73,89,145,194,96,26,60.9,120,752,731,724,376,316,731,391,340,115.0,316,135,181,74.6,851,737,114,737,710,0,0,0,0,0,0,0,0,48,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,114,0,25,0,84,0,0,851,824,0,30,0,0,116,851,364,302,0,0,62,487,487,0,0,0,0,0,0,0,0,663,725,391,334
2023,Terry County,Texas,11699,6216,5483,113.4,855,989,870,904,694,1356,1728,1206,857,473,991,528,248,35.7,3288,8801,8411,7887,2096,1767,8411,4453,3958,112.5,1767,803,964,83.3,11699,7844,3855,7844,6660,519,67,0,0,0,0,0,0,48,445,67,22,0,0,16,0,0,6,0,0,0,0,0,0,576,3855,55,28,14,3643,14,15,11699,10486,669,126,39,0,4320,11699,6574,5507,7,0,1060,5125,4481,461,38,20,0,0,125,23,102,4796,7634,4039,3595
2023,Throckmorton County,Texas,1589,838,751,111.6,119,69,104,84,76,191,176,152,112,116,154,199,37,42.7,332,1293,1257,1164,455,390,1257,674,583,115.6,390,210,180,116.7,1589,1499,90,1499,1481,0,0,0,0,0,0,0,0,48,447,0,8,0,0,8,0,0,0,0,0,0,0,0,0,10,90,0,15,0,75,0,0,1589,1571,0,15,8,0,85,1589,124,74,0,0,50,1465,1428,0,0,6,0,0,31,16,15,960,1231,674,557
2023,Titus County,Texas,31284,15669,15615,100.3,2222,2436,2576,2515,1959,4087,3534,3810,1659,1887,2882,1277,440,34.7,8935,23426,22349,21120,5668,4599,22349,10915,11434,95.5,4599,2071,2528,81.9,31284,26573,4711,26573,17748,2978,260,81,0,17,0,0,0,48,449,162,380,0,0,0,0,33,274,73,0,0,0,0,0,5207,4711,133,306,71,4068,0,0,31284,22389,3174,694,456,0,9345,31284,13887,12703,80,22,1082,17397,13488,2963,71,380,0,9,486,165,321,12110,18557,9002,9555
2023,Tom Green County,Texas,119398,59705,59693,100.0,7491,8021,8264,8526,8791,17275,15680,11955,6921,6734,11711,5503,2526,35.8,28580,94038,90818,84741,23992,19740,90818,45103,45715,98.7,19740,9067,10673,85.0,119398,96552,22846,96552,82355,4487,571,118,0,9,0,0,0,48,451,444,1617,126,148,586,29,199,216,313,114,20,62,32,0,7408,22846,1376,955,647,18574,63,160,119398,104682,6808,1930,2980,188,26493,119398,47877,42986,792,177,3922,71521,62009,4009,88,1528,110,553,3224,683,2541,51949,87126,43046,44080
2023,Travis County,Texas,1307625,666411,641214,103.9,73947,72851,75580,78859,83711,256746,218230,172074,71181,64543,91012,35333,13558,35.5,267667,1069924,1039958,990512,176839,139903,1039958,529365,510593,103.7,139903,64015,75888,84.4,1307625,1102664,204961,1102664,781848,106691,9187,2023,44,1009,0,177,0,48,453,5934,98998,34012,20467,5742,1568,6659,14496,16054,888,218,208,230,232,105052,204961,13408,8517,17559,143856,1358,3274,1307625,976727,132040,28664,122635,3353,261343,1307625,425105,318115,13240,11036,82714,882520,624387,102188,1638,97051,637,5655,50964,10247,40717,594638,921600,465564,456036
2023,Trinity County,Texas,13850,6811,7039,96.8,651,672,914,792,698,1228,1367,1607,1055,1110,2103,1269,384,49.8,2709,11461,11141,10730,4351,3756,11141,5373,5768,93.2,3756,1816,1940,93.6,13850,13009,841,13009,11085,1258,30,0,0,0,0,0,0,48,455,30,12,0,4,0,0,0,0,8,0,0,0,0,0,624,841,189,190,15,433,3,0,13850,11923,1452,234,27,0,1066,13850,1480,1260,58,0,162,12370,10711,1202,10,12,0,7,428,69,359,8261,10814,5167,5647
2023,Tyler County,Texas,20084,10887,9197,118.4,817,1181,1200,989,1276,2625,2393,2442,1245,1468,2527,1460,461,42.5,3907,16675,16177,15661,5268,4448,16177,8883,7294,121.8,4448,2097,2351,89.2,20084,18739,1345,18739,16183,2130,24,0,0,0,0,0,0,48,457,24,112,4,5,2,0,10,60,31,0,0,0,0,0,290,1345,196,248,48,728,29,0,20084,17492,2434,357,167,0,1068,20084,1614,1350,16,4,244,18470,15478,2130,24,100,0,47,691,150,541,9499,15807,8658,7149
2023,Upshur County,Texas,41864,20851,21013,99.2,2337,2962,2879,2780,2253,5131,5119,4661,3273,2824,4600,2373,672,40.3,10056,33117,31808,30117,9469,7645,31808,15605,16203,96.3,7645,3545,4100,86.5,41864,38484,3380,38484,34059,2995,102,57,0,12,0,0,0,48,459,33,181,23,0,54,0,4,0,100,15,0,0,0,15,1132,3380,390,607,185,1726,30,0,41864,37400,3735,1037,366,109,3047,41864,4219,3861,44,7,307,37645,32744,2995,33,181,15,48,1629,225,1404,17444,30990,15109,15881
2023,Upton County,Texas,3227,1642,1585,103.6,72,177,384,203,166,267,528,382,197,252,400,125,74,41.1,727,2574,2500,2382,663,599,2500,1294,1206,107.3,599,288,311,92.6,3227,3022,205,3022,1397,30,11,0,0,0,0,0,0,48,461,11,53,42,7,0,0,0,0,4,0,0,0,0,0,1531,205,0,19,0,135,0,48,3227,1551,78,33,53,0,1717,3227,1812,1711,99,0,2,1415,1344,30,11,11,0,0,19,0,19,1629,2377,1253,1124
2023,Uvalde County,Texas,24810,12475,12335,101.1,1769,1904,1745,1978,1906,3240,3244,2410,1440,1102,2235,1226,611,34.6,6492,18980,18318,16931,4670,4072,18318,8938,9380,95.3,4072,1824,2248,81.1,24810,20562,4248,20562,16673,354,316,0,0,0,0,0,0,48,463,316,431,100,15,0,0,16,28,272,0,0,0,0,0,2788,4248,69,92,13,3791,0,0,24810,20842,423,669,474,5,6846,24810,17548,15863,225,0,1460,7262,6406,154,44,277,0,90,291,142,149,10092,17084,8312,8772
2023,Val Verde County,Texas,47647,24617,23030,106.9,3725,3915,3588,3537,3893,6910,5847,5138,2676,1773,3676,2075,894,32.3,13378,35774,34269,32299,7582,6645,34269,17882,16387,109.1,6645,2994,3651,82.0,47647,36427,11220,36427,29628,671,156,35,0,0,0,0,0,48,465,121,298,13,20,175,30,0,12,48,0,0,0,0,0,5674,11220,373,160,109,10307,81,4,47647,40723,1256,423,472,0,16139,47647,38580,35189,187,98,3106,9067,7465,573,58,287,0,97,587,56,531,18631,29935,15553,14382
2023,Van Zandt County,Texas,61323,30161,31162,96.8,3523,4108,3895,4003,3167,6777,7196,7534,4190,4550,7248,3729,1403,42.1,14114,48850,47209,45301,14999,12380,47209,23011,24198,95.1,12380,5660,6720,84.2,61323,57569,3754,57569,54161,1667,191,0,10,0,0,0,0,48,467,181,282,69,111,24,31,1,25,21,8,0,8,0,0,1260,3754,414,578,93,2110,53,41,61323,57814,2377,1099,511,313,3505,61323,7835,7420,104,15,296,53488,49913,1667,184,282,8,116,1318,61,1257,25708,45650,22047,23603
2023,Victoria County,Texas,91281,44916,46365,96.9,5996,6649,6415,6333,5884,12201,11619,9843,5810,5301,8940,4550,1740,36.6,23026,70616,68255,65228,18440,15230,68255,33177,35078,94.6,15230,6869,8361,82.2,91281,69327,21954,69327,56218,5244,174,2,0,0,0,5,0,48,469,167,1117,192,358,151,30,83,247,56,54,54,0,0,0,6520,21954,693,402,197,19462,22,51,91281,77696,6873,1182,1543,101,26901,91281,43432,38823,445,41,4123,47849,39294,4999,99,1108,54,336,1959,464,1495,39238,64867,31414,33453
2023,Walker County,Texas,78292,46296,31996,144.7,3105,3207,3232,6532,9818,11115,11270,10344,4555,4352,6636,2744,1382,37.1,11493,68123,66799,59314,13373,10762,66799,39881,26918,148.2,10762,5088,5674,89.7,78292,68950,9342,68950,48459,15921,248,20,18,27,0,0,0,48,471,183,880,179,63,238,54,20,258,68,303,0,17,278,8,3139,9342,996,1305,154,6344,136,87,78292,57572,17277,1977,1058,316,9787,78292,16931,13834,323,18,2756,61361,41681,15506,95,845,286,164,2784,223,2561,29626,63272,37730,25542
2023,Waller County,Texas,59455,29741,29714,100.1,3662,3524,4544,5561,7904,7636,7571,5958,3285,3018,4397,1900,495,30.8,14126,46857,45329,40019,8635,6792,45329,22352,22977,97.3,6792,3248,3544,91.6,59455,52242,7213,52242,27731,14046,818,46,0,75,0,0,0,48,473,697,996,121,34,42,21,37,626,115,56,0,56,0,0,8595,7213,897,354,155,5079,92,84,59455,34656,15261,1696,1280,59,14181,59455,19593,16205,167,555,2666,39862,23095,13895,55,996,17,286,1518,89,1429,19946,41203,19976,21227
2023,Ward County,Texas,11255,5728,5527,103.6,852,883,959,760,680,1508,1648,1211,594,604,820,599,137,34.9,3275,8363,7980,7637,1827,1556,7980,4113,3867,106.4,1556,696,860,80.9,11255,10055,1200,10055,7263,714,112,0,0,0,0,0,0,48,475,112,178,0,134,0,0,0,31,13,0,0,0,0,0,1788,1200,0,42,0,1155,0,0,11255,8460,714,154,181,0,2946,11255,6238,5721,12,0,505,5017,4222,538,9,178,0,0,70,28,42,5137,7652,3912,3740
2023,Washington County,Texas,36156,17843,18313,97.4,1886,2415,2084,2764,2412,3903,3768,3938,2044,2891,4549,2513,989,40.9,7784,29498,28372,26418,9963,8051,28372,13727,14645,93.7,8051,3595,4456,80.7,36156,32104,4052,32104,24952,5486,145,89,32,0,0,19,0,48,477,5,493,58,19,225,0,191,0,0,0,0,0,0,0,1028,4052,75,845,145,2612,6,12,36156,28955,5718,1115,826,25,3895,36156,6557,5966,29,20,542,29599,22304,5470,37,493,0,103,1192,273,919,17371,27126,12827,14299
2023,Webb County,Texas,267731,132784,134947,98.4,22121,23909,24390,23722,21203,36847,33155,31554,12884,11060,16047,7357,3482,29.8,84736,192502,182995,168900,33564,26886,182995,89711,93284,96.2,26886,11706,15180,77.1,267731,124595,143136,124595,100976,1207,821,294,0,19,0,21,0,48,479,487,1227,111,225,307,72,199,210,103,4,0,4,0,0,20360,143136,84,168,219,141501,14,54,267731,243539,1643,1446,1852,164,162732,267731,254619,241536,890,265,11928,13112,9554,995,112,1222,4,543,682,101,581,86727,140462,70833,69629
2023,Wharton County,Texas,41651,20617,21034,98.0,2824,2781,3118,2722,2628,4974,5514,4417,2685,2542,4320,2148,978,38.4,10649,32507,31002,29724,8955,7446,31002,15160,15842,95.7,7446,3417,4029,84.8,41651,35000,6651,35000,26407,5541,68,26,0,0,0,13,0,48,481,29,196,111,29,0,0,18,5,33,0,0,0,0,0,2788,6651,508,152,51,5712,0,170,41651,32851,6242,232,278,23,8705,41651,17294,15397,302,95,1500,24357,18297,5167,31,196,0,28,638,120,518,17546,28966,14236,14730
2023,Wheeler County,Texas,4902,2456,2446,100.4,237,363,365,346,219,435,757,525,281,364,598,316,96,40.6,1199,3912,3703,3542,1249,1010,3703,1820,1883,96.7,1010,464,546,85.0,4902,4598,304,4598,4017,81,134,0,0,0,0,11,0,48,483,123,78,0,0,45,0,0,0,33,0,0,0,0,0,288,304,82,49,1,156,0,0,4902,4315,163,198,80,1,459,4902,1224,1019,0,67,138,3678,3383,81,11,70,0,9,124,4,120,2595,3344,1649,1695
2023,Wichita County,Texas,129842,67214,62628,107.3,8056,8419,8386,10179,10846,19082,16232,13625,7293,8138,11531,5862,2193,35.0,29808,103395,100034,92782,24851,19586,100034,51842,48192,107.6,19586,8663,10923,79.3,129842,117437,12405,117437,95929,13432,843,119,0,120,0,23,0,48,485,581,2915,415,126,582,95,184,622,891,191,89,67,15,20,4127,12405,1757,1391,724,7135,140,302,129842,107675,15975,2888,4013,377,12123,129842,26409,23229,810,316,2054,103433,82146,13037,345,2896,155,152,4702,745,3957,55664,95580,49102,46478
2023,Wilbarger County,Texas,12712,6111,6601,92.6,943,704,629,1095,703,1501,1641,1463,760,869,1452,765,187,39.5,2859,10323,9853,9241,2910,2404,9853,4653,5200,89.5,2404,1142,1262,90.5,12712,10558,2154,10558,8474,787,66,0,0,0,0,0,0,48,487,66,365,3,10,50,0,0,0,302,0,0,0,0,0,866,2154,268,168,77,1228,85,16,12712,10512,1245,594,479,23,2381,12712,3798,3284,36,8,470,8914,7045,770,20,365,0,0,714,102,612,5848,9489,4394,5095
2023,Willacy County,Texas,20218,10941,9277,117.9,1196,1233,1554,1571,1735,3090,2737,2180,786,1180,1679,932,345,33.7,4835,15904,15383,14335,3578,2956,15383,8619,6764,127.4,2956,1309,1647,79.5,20218,12784,7434,12784,11486,293,25,0,0,0,0,0,0,48,489,25,0,0,0,0,0,0,0,0,0,0,0,0,0,980,7434,70,67,29,7227,14,0,20218,18899,394,122,29,0,8228,20218,17623,16939,64,0,620,2595,2118,293,0,0,0,0,184,46,138,6854,13758,7795,5963
2023,Williamson County,Texas,643889,320207,323682,98.9,39013,44061,46932,42451,35563,91256,108539,87139,34030,32642,50107,24374,7782,37.2,157599,504452,486290,464795,101133,82263,486290,239199,247091,96.8,82263,36424,45839,79.5,643889,548951,94938,548951,410837,44429,3028,783,3,494,0,41,0,48,491,1707,57684,29513,7489,3367,637,4599,3666,8413,753,296,214,103,140,32220,94938,7570,4642,8112,62138,411,1836,643889,500629,58737,12036,70448,2320,102261,643889,157980,121692,6861,2788,26639,485909,354615,42712,727,57181,686,3510,26478,4457,22021,251600,441219,215833,225386
2023,Wilson County,Texas,51501,25875,25626,101.0,2810,3481,3580,3477,2800,5612,6926,7038,3502,3687,5357,2597,634,40.1,12118,40794,39383,37688,10776,8588,39383,19708,19675,100.2,8588,4098,4490,91.3,51501,41368,10133,41368,37157,912,204,85,0,1,0,0,0,48,493,118,267,0,21,34,13,0,142,57,0,0,0,0,0,2828,10133,156,976,145,8210,82,16,51501,47003,1226,1714,448,0,11602,51501,20354,18186,262,34,1872,31147,28649,912,35,267,0,291,993,255,738,19259,38124,19133,18991
2023,Winkler County,Texas,7540,4042,3498,115.6,528,543,598,697,477,904,1103,765,446,467,729,230,53,35.3,2144,5651,5396,5129,1200,1012,5396,2800,2596,107.9,1012,457,555,82.3,7540,6156,1384,6156,4389,323,179,46,0,0,0,67,0,48,495,66,65,0,0,0,0,0,65,0,2,2,0,0,0,1198,1384,0,9,0,1341,0,34,7540,5739,357,188,65,2,2573,7540,4660,4261,43,103,253,2880,2454,275,0,65,2,58,26,17,9,3209,4723,2437,2286
2023,Wise County,Texas,72359,36522,35837,101.9,4260,5195,5164,4868,3887,8747,9564,9350,4814,5359,6948,3225,978,40.0,17836,56806,54523,52026,13956,11151,54523,27308,27215,100.3,11151,5314,5837,91.0,72359,67157,5202,67157,61099,1094,367,16,19,3,0,0,0,48,497,329,506,161,74,87,22,0,49,113,20,0,0,6,14,4071,5202,466,872,187,3311,20,96,72359,66113,1776,1464,706,38,7648,72359,14878,13002,677,103,1096,57481,53380,1009,234,484,9,275,2090,589,1501,27196,51147,25396,25751
