year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2022,Multnomah County,Oregon,808098,403380,404718,99.7,39020,40344,41979,40810,47757,147819,136756,108839,45317,45270,72100,29686,12401,38.2,145546,678422,662552,637501,141567,114187,662552,328905,333647,98.6,114187,51102,63085,81.0,808098,729985,78113,729985,585219,43931,8385,367,281,259,501,61740,4242,41,51,15599,5603,3576,2645,17113,12962,5197,526,853,423,3395,25513,78113,11489,9164,15288,28835,749,940,808098,658122,61469,23508,83178,9395,58829,808098,99498,71882,3937,3068,20611,708600,544808,42497,4902,60917,4912,3610,46954,7109,39845,363661,618249,305703,312546
2022,Polk County,Oregon,87600,43058,44542,96.7,4698,5258,5743,6690,7989,10772,10594,9593,4943,5118,9341,5095,1766,37.1,19416,70743,68184,63071,18898,16202,68184,33230,34954,95.1,16202,7365,8837,83.3,87600,79549,8051,79549,71042,651,1580,88,23,1,19,1620,294,41,53,301,330,149,91,146,309,392,86,35,9,262,4264,8051,939,2014,1037,2840,94,0,87600,78664,1898,4378,2916,625,7854,87600,13184,10770,364,104,1946,74416,66234,494,1076,1620,392,373,4227,660,3567,33916,65539,31825,33714
2022,Sherman County,Oregon,1900,932,968,96.3,103,54,154,160,61,196,189,181,187,174,240,177,24,45.7,357,1578,1543,1410,559,441,1543,769,774,99.4,441,201,240,83.8,1900,1748,152,1748,1671,7,12,0,0,0,1,7,0,41,55,0,0,7,0,0,0,37,0,15,1,21,14,152,0,49,20,70,0,0,1900,1823,7,69,34,42,85,1900,96,82,0,5,9,1804,1655,7,12,7,37,0,86,23,63,953,1523,759,764
2022,Tillamook County,Oregon,27345,13835,13510,102.4,1146,1303,1635,1456,1106,2704,3178,3099,1832,2571,4637,1952,726,48.7,5011,22897,22334,21646,8853,7315,22334,11204,11130,100.7,7315,3515,3800,92.5,27345,25652,1693,25652,24024,145,291,12,7,24,4,230,0,41,57,66,38,0,4,0,122,0,0,0,0,0,962,1693,111,425,187,819,0,0,27345,25686,268,736,449,108,1814,27345,2943,2685,71,30,157,24402,22565,144,264,230,0,110,1089,286,803,18974,21558,10819,10739
2022,Umatilla County,Oregon,79904,41890,38014,110.2,5007,5026,6285,5419,5284,11370,10273,9301,4909,4208,7609,3703,1510,36.9,19773,62451,60131,57026,14991,12822,60131,31847,28284,112.6,12822,6052,6770,89.4,79904,72659,7245,72659,60983,612,2559,47,12,18,47,694,0,41,59,85,52,176,186,72,123,100,15,18,16,51,7711,7245,473,1692,448,3921,3,8,79904,68065,1220,4806,1272,215,12094,79904,22413,19278,98,148,2889,57491,50494,612,1925,685,100,327,3348,1057,2291,31264,55516,29277,26239
2022,Union County,Oregon,26286,13176,13110,100.5,1314,1784,1559,1837,2196,3024,3257,2525,1401,1906,3210,1635,638,39.7,5752,21181,20534,19296,6582,5483,20534,10158,10376,97.9,5483,2584,2899,89.1,26286,25219,1067,25219,23701,257,233,34,11,0,0,363,38,41,61,162,57,58,23,5,20,369,23,12,0,334,296,1067,72,349,118,417,0,0,26286,24728,346,632,548,427,743,26286,1368,997,74,4,293,24918,23003,238,200,339,369,165,604,57,547,11694,20137,9917,10220
2022,Wallowa County,Oregon,7439,3673,3766,97.5,369,327,496,308,331,645,835,772,606,600,1298,641,211,50.9,1450,6136,5989,5862,2572,2150,5989,2896,3093,93.6,2150,1070,1080,99.1,7439,7083,356,7083,6721,75,50,0,0,0,0,28,0,41,63,12,4,0,0,0,12,2,2,0,0,0,207,356,9,58,35,223,0,4,7439,7073,99,128,63,9,443,7439,280,240,11,18,11,7159,6692,75,50,28,2,66,246,117,129,4313,5929,2866,3063
2022,Wasco County,Oregon,26639,13645,12994,105.0,1479,1551,1806,1360,1673,3507,3235,2920,1624,1983,3376,1401,724,40.4,5798,21469,20841,20040,6693,5501,20841,10414,10427,99.9,5501,2653,2848,93.2,26639,23535,3104,23535,21820,82,703,16,2,23,11,179,5,41,65,51,49,0,56,0,18,33,0,0,0,33,718,3104,241,505,196,2051,5,0,26639,24900,356,1232,421,93,2778,26639,5309,4606,28,80,595,21330,19220,81,632,179,33,22,1163,207,956,12038,19086,9342,9744
2022,Washington County,Oregon,599541,299671,299870,99.9,32949,35556,40339,37156,36337,93299,92324,79313,34019,34286,51030,23269,9664,37.5,132518,482581,467023,447345,104334,83963,467023,231597,235426,98.4,83963,36776,47187,77.9,599541,536441,63100,536441,412135,13785,4558,153,33,315,113,65752,18954,41,67,10982,7342,4213,6736,8411,9114,3116,251,1512,66,1287,37095,63100,5253,5599,13899,26185,126,456,599541,470002,21610,13873,86644,8424,68565,599541,104252,81781,2442,1445,18584,495289,375743,13128,1689,65050,2716,3019,33944,4549,29395,237586,417564,206061,211503
2022,Wheeler County,Oregon,1407,694,713,97.3,93,30,74,50,59,127,106,152,65,155,247,198,51,56.1,237,1201,1170,1138,617,496,1170,577,593,97.3,496,267,229,116.6,1407,1308,99,1308,1252,0,4,0,0,0,0,10,0,41,69,2,0,3,2,1,2,1,1,0,0,0,41,99,5,44,0,40,0,0,1407,1351,15,58,10,1,81,1407,86,68,0,0,18,1321,1213,0,1,10,1,9,87,28,59,930,1146,565,581
2022,Yamhill County,Oregon,107674,54489,53185,102.5,5612,6345,6898,7554,7918,13673,14026,12838,6607,6832,11520,5470,2381,39.4,23169,87489,84505,79138,23495,19371,84505,42438,42067,100.9,19371,8875,10496,84.6,107674,96507,11167,96507,86975,667,1126,141,27,9,3,1621,51,41,71,601,248,187,145,191,198,268,14,226,17,11,5850,11167,885,2141,1314,5627,38,15,107674,97751,1993,4016,3340,465,12202,107674,17840,15080,584,46,2130,89834,80556,658,843,1614,266,346,5551,1381,4170,40239,79770,39469,40301
2022,Adams County,Pennsylvania,104604,52094,52510,99.2,4951,5702,6161,7294,6970,11235,11123,13542,7548,8227,12952,6505,2394,43.8,20656,86478,83948,78977,26574,21851,83948,41385,42563,97.2,21851,10139,11712,86.6,104604,100807,3797,100807,95750,1694,341,18,0,0,0,844,188,42,1,275,102,10,36,158,75,4,0,4,0,0,2174,3797,1211,456,342,1331,35,224,104604,99226,3225,963,1285,13,3825,104604,7688,4419,1607,243,1419,96916,92058,1415,53,844,4,328,2214,275,1939,43118,82223,40391,41832
2022,Allegheny County,Pennsylvania,1245310,607557,637753,95.3,63400,63509,64753,74111,76807,187100,156433,143518,82784,90421,139306,68584,34584,40.6,231388,1040488,1013922,963997,296565,242474,1013922,489180,524742,93.2,242474,103924,138550,75.0,1245310,1190148,55162,1190148,969070,158051,1152,127,14,3,11,50929,18540,42,3,13061,1942,1094,2868,2164,11260,310,56,83,37,134,10636,55162,19901,3140,8643,14068,2402,1420,1245310,1018922,185470,9664,61915,1002,27954,1245310,29272,9419,6308,913,12632,1216038,958410,156588,819,50668,163,5007,44383,7516,36867,602734,978986,469775,509211
2022,Armstrong County,Pennsylvania,65538,32862,32676,100.6,2982,3695,3471,3512,3270,7004,7316,8629,4772,5894,8647,4370,1976,47.0,12429,54730,53109,51263,18412,14993,53109,26527,26582,99.8,14993,6949,8044,86.4,65538,64281,1257,64281,63113,689,23,2,0,0,16,241,62,42,5,125,7,4,7,22,14,0,0,0,0,0,215,1257,298,220,36,657,14,0,65538,64354,1009,270,284,15,883,65538,560,209,168,3,180,64978,62911,689,7,235,0,15,1121,547,574,32172,52916,26452,26464
2022,Beaver County,Pennsylvania,167629,82169,85460,96.1,8161,9222,9165,9091,8848,19606,19938,20372,12445,13954,21228,10961,4638,44.9,32405,139229,135224,130511,44890,36827,135224,65587,69637,94.2,36827,16145,20682,78.1,167629,160795,6834,160795,148540,10127,127,4,0,0,0,839,185,42,7,294,43,1,88,54,174,6,0,4,0,2,1156,6834,2910,564,544,1968,167,142,167629,154969,13705,981,1617,176,3433,167629,3227,1028,1050,32,1117,164402,147401,10028,74,838,6,232,5823,1406,4417,79104,134190,65092,69098
2022,Bedford County,Pennsylvania,47613,23820,23793,100.1,2378,2739,2390,2667,2550,5054,4966,6339,3647,3925,6034,3538,1386,47.3,9200,39710,38413,36879,13386,10958,38413,19142,19271,99.3,10958,5080,5878,86.4,47613,46703,910,46703,45949,347,47,19,9,0,0,249,39,42,9,40,14,11,6,34,105,0,0,0,0,0,111,910,148,151,74,468,12,31,47613,46815,557,221,329,7,612,47613,598,245,131,6,216,47015,45755,343,47,210,0,48,612,224,388,23547,38224,19008,19216
2022,Berks County,Pennsylvania,428483,212820,215663,98.7,23656,26191,27408,30577,28438,53119,50751,54282,30054,28862,43199,21325,10621,39.9,94539,345342,333944,314297,92261,75145,333944,164246,169698,96.8,75145,33713,41432,81.4,428483,389916,38567,389916,322910,21068,1847,26,0,5,0,5831,1751,42,11,841,651,160,635,1158,635,70,16,54,0,0,38190,38567,6529,1243,1483,20648,70,3728,428483,356794,34758,4878,7967,426,66732,428483,99460,14975,48128,1188,35169,329023,294675,17122,216,5503,62,1603,9842,1991,7851,170678,320067,157641,162426
2022,Blair County,Pennsylvania,122640,60452,62188,97.2,6134,6836,7417,8150,6687,14757,14297,15145,8570,9031,14709,7665,3242,42.9,24732,101006,97908,92845,30816,25616,97908,47687,50221,95.0,25616,11223,14393,78.0,122640,118746,3894,118746,115276,2329,79,20,0,0,6,688,173,42,13,182,62,42,40,4,185,21,0,0,0,21,353,3894,1349,400,481,1351,22,57,122640,119000,3922,608,1297,93,1774,122640,1721,406,586,205,524,120919,114368,2198,79,688,21,144,3421,1034,2387,55808,97149,47219,49930
2022,Bradford County,Pennsylvania,60159,30156,30003,100.5,3408,3623,3964,3395,3218,6769,6251,7212,4892,4347,7435,3881,1764,43.9,13208,48709,46951,45172,15653,13080,46951,23402,23549,99.4,13080,6231,6849,91.0,60159,58733,1426,58733,57419,455,36,4,8,0,0,352,51,42,15,30,74,16,8,74,99,43,0,0,5,38,428,1426,273,381,186,503,24,0,60159,58819,791,459,551,51,974,60159,946,380,372,30,164,59213,57007,428,36,352,38,269,1083,236,847,29443,46468,23144,23324
2022,Bucks County,Pennsylvania,645163,319410,325753,98.1,30246,33962,39607,40019,37264,70633,78195,87428,52656,49598,72936,36886,15733,44.0,129300,533022,515863,495139,154837,125555,515863,253214,262649,96.4,125555,56625,68930,82.1,645163,612409,32754,612409,540421,25143,674,52,0,5,0,31585,17124,42,17,4990,1178,139,2435,1656,4063,73,0,11,19,43,14513,32754,6806,2118,6344,13395,128,903,645163,571231,34644,3902,39061,694,30314,645163,38195,8634,14899,1378,13284,606968,527051,23715,262,31498,62,3902,20478,4462,16016,255599,497544,243988,253556
2022,Butler County,Pennsylvania,194562,97055,97507,99.5,9457,10467,11074,12731,11259,21974,23805,25671,14471,15413,22488,10974,4778,43.4,37837,161324,156725,148042,46801,38240,156725,77656,79069,98.2,38240,17375,20865,83.3,194562,189783,4779,189783,183767,2180,89,16,0,0,31,2758,1136,42,19,592,88,56,152,135,599,9,0,0,7,2,980,4779,1295,603,896,1569,0,19,194562,188447,3693,890,3837,163,2588,194562,3391,1101,812,159,1319,191171,181984,2088,48,2756,9,460,3826,877,2949,85479,154922,76672,78250
2022,Cambria County,Pennsylvania,133263,66411,66852,99.3,6329,6554,7779,8592,8165,14064,14194,16721,9394,10654,17784,8688,4345,45.6,25457,111150,107806,101920,37389,30817,107806,53259,54547,97.6,30817,13754,17063,80.6,133263,129202,4061,129202,122895,4877,54,3,1,0,3,664,60,42,21,127,260,13,117,67,20,21,0,18,0,3,691,4061,1822,351,221,1050,48,33,133263,126756,7124,666,1166,174,1825,133263,2464,803,860,98,703,130799,121836,4540,26,660,21,283,3433,570,2863,64522,107409,53082,54327
2022,Cameron County,Pennsylvania,4536,2280,2256,101.1,199,244,215,210,192,393,460,546,392,416,749,341,179,51.8,782,3821,3754,3661,1539,1269,3754,1895,1859,101.9,1269,622,647,96.1,4536,4339,197,4339,4311,2,12,0,0,0,0,4,0,42,23,0,4,0,0,0,0,0,0,0,0,0,10,197,77,9,0,111,0,0,4536,4508,79,21,4,0,121,4536,91,41,45,0,5,4445,4253,2,12,4,0,0,174,88,86,3956,3744,1895,1849
2022,Carbon County,Pennsylvania,65018,32644,32374,100.8,2975,2938,4155,3517,3374,7004,7589,9066,4812,5554,8386,3946,1702,46.3,12359,54210,52659,50826,16993,14034,52659,26383,26276,100.4,14034,6590,7444,88.5,65018,62183,2835,62183,59656,1582,95,64,0,0,0,288,89,42,25,33,40,12,16,19,79,0,0,0,0,0,562,2835,430,250,202,1486,0,76,65018,62393,2388,469,538,35,2390,65018,3889,634,1444,122,1689,61129,58292,1148,86,276,0,44,1283,295,988,34247,51996,26022,25974
2022,Centre County,Pennsylvania,158665,83943,74722,112.3,5749,6849,6368,16110,26405,20761,17326,17018,9022,9153,13895,6915,3094,33.3,23215,138066,135450,115991,29324,23904,135450,71907,63543,113.2,23904,11130,12774,87.1,158665,152052,6613,152052,136130,5157,220,0,5,44,0,9861,1421,42,27,5249,593,137,1260,245,956,58,12,46,0,0,626,6613,1219,333,1180,2832,231,107,158665,142279,7036,1159,11342,196,3844,158665,4948,1287,1424,200,2037,153717,133641,5029,145,9814,58,166,4864,1553,3311,65712,126881,67282,59599
2022,Chester County,Pennsylvania,536474,266330,270144,98.6,28684,31934,36413,38521,33471,61245,68077,71869,38433,36776,53544,26811,10696,40.7,119505,432259,416969,394546,112814,91051,416969,205298,211671,97.0,91051,41195,49856,82.6,536474,506617,29857,506617,431632,29302,354,2,0,4,7,33658,19678,42,29,6631,1278,440,1851,1427,2353,98,46,32,11,9,11573,29857,6851,1672,4217,13160,215,436,536474,459782,39245,3315,39102,515,26587,536474,40883,18683,11403,2176,8621,495591,415144,27892,141,33415,82,1431,17486,4119,13367,208672,393104,192625,200479
2022,Clarion County,Pennsylvania,37489,18539,18950,97.8,1877,1870,2052,2980,3230,4396,3829,4447,2520,2773,4304,2470,741,41.5,7034,31293,30455,28135,9166,7515,30455,14927,15528,96.1,7515,3465,4050,85.6,37489,36619,870,36619,35716,607,7,0,0,3,0,185,0,42,31,68,98,0,2,9,8,0,0,0,0,0,104,870,147,127,161,337,0,0,37489,36534,789,153,383,63,477,37489,421,145,104,1,171,37068,35541,592,7,173,0,27,728,283,445,18897,30324,14858,15466
2022,Clearfield County,Pennsylvania,79707,42095,37612,111.9,3633,3885,4239,4218,4247,9783,9619,11070,6450,5770,9644,4923,2226,45.2,14496,66993,65211,62745,20093,16793,65211,34653,30558,113.4,16793,7700,9093,84.7,79707,77148,2559,77148,74333,1851,78,1,0,0,0,429,33,42,33,150,117,4,26,42,57,20,0,2,14,4,437,2559,561,238,171,1167,5,76,79707,76673,2626,449,708,151,1836,79707,2314,526,962,99,727,77393,73606,1665,54,429,6,166,1467,597,870,38157,64002,33597,30405
2022,Clinton County,Pennsylvania,37860,18916,18944,99.9,2048,2060,2171,2763,3817,4258,4015,4301,2488,2628,4137,2169,1005,39.8,7663,31233,30197,27721,9018,7311,30197,14984,15213,98.5,7311,3329,3982,83.6,37860,36951,909,36951,35945,493,57,1,0,0,0,270,28,42,35,62,55,2,40,33,50,7,7,0,0,0,179,909,225,126,88,390,0,15,37860,36830,779,225,366,15,611,37860,654,183,231,8,232,37206,35711,493,27,270,7,39,659,190,469,18623,29987,14834,15153
2022,Columbia County,Pennsylvania,64924,31398,33526,93.7,2813,2822,3651,5371,6740,6942,6937,7839,4171,4693,7547,3438,1960,41.3,11408,54990,53516,48579,15799,12945,53516,25622,27894,91.9,12945,5668,7277,77.9,64924,63035,1889,63035,60451,1204,92,7,0,0,0,674,154,42,37,109,83,31,16,90,191,125,0,36,0,89,489,1889,205,248,172,1092,0,3,64924,62323,1453,457,861,134,1739,64924,2219,1059,392,36,732,62705,59481,1156,23,669,125,248,1003,374,629,29695,53158,25434,27724
2022,Crawford County,Pennsylvania,83876,41371,42505,97.3,4463,4693,4827,5757,5210,8927,9113,10421,6273,6111,10642,5361,2078,43.6,17177,68806,66699,62695,21716,18081,66699,32593,34106,95.6,18081,8471,9610,88.1,83876,81378,2498,81378,78993,1281,39,3,0,1,3,499,15,42,39,183,135,42,61,21,42,20,0,6,0,14,546,2498,677,377,196,834,72,64,83876,81288,2301,565,779,82,1526,83876,1250,472,504,38,236,82626,78573,1232,29,482,20,365,1925,457,1468,42234,66393,32458,33935
2022,Cumberland County,Pennsylvania,261269,130394,130875,99.6,13744,14240,15784,18469,17048,33320,33612,32225,17678,16390,27901,13492,7366,40.3,52970,214390,208299,194103,58558,48759,208299,103142,105157,98.1,48759,21572,27187,79.3,261269,249190,12079,249190,221159,11297,188,13,2,0,9,12995,6884,42,41,1463,672,373,687,955,1961,27,15,1,0,11,3524,12079,3963,1138,2148,3041,89,338,261269,232484,16362,1804,15634,388,7621,261269,12076,2901,4583,482,4110,249193,216771,10209,57,12954,11,882,8309,944,7365,109154,201753,99870,101883
2022,Dauphin County,Pennsylvania,286108,139988,146120,95.8,17208,17913,17731,17193,17622,39530,34492,35731,18674,20078,29949,13605,6382,39.4,63593,229649,222515,213058,61606,49936,222515,107450,115065,93.4,49936,21919,28017,78.2,286108,270193,15915,270193,190327,52798,769,118,0,0,0,16319,3177,42,43,2135,513,264,168,2131,7931,335,148,89,0,98,9645,15915,6196,918,1196,4605,225,682,286108,204356,61049,2580,18583,928,16065,286108,29871,4868,16168,787,8048,256237,180016,49080,266,16289,89,1162,9335,1291,8044,126567,211997,102068,109929
2022,Delaware County,Pennsylvania,575312,279037,296275,94.2,32964,34008,36952,40818,38898,73902,72712,69906,41681,37113,56113,26026,14219,39.0,126050,462613,449262,422319,118718,96358,449262,214442,234820,91.3,96358,41404,54954,75.3,575312,550712,24600,550712,378134,126608,725,17,33,22,8,34810,11280,42,45,8325,1572,278,2745,3114,7496,231,19,207,0,5,10204,24600,7140,1488,4374,6123,758,984,575312,399469,137700,4442,41060,962,18742,575312,24939,5356,8424,977,10182,550373,370236,124600,398,34804,169,1701,18465,2761,15704,229039,427790,203813,223977
2022,Elk County,Pennsylvania,30886,15773,15113,104.4,1430,1565,1857,1692,1621,2993,3244,4249,2641,2566,3929,2239,860,48.2,5929,25717,24957,23891,8681,7028,24957,12699,12258,103.6,7028,3298,3730,88.4,30886,30060,826,30060,29653,220,8,8,0,0,0,128,0,42,47,64,53,11,0,0,0,9,9,0,0,0,42,826,41,112,25,572,0,50,30886,30429,311,146,179,9,664,30886,259,126,72,35,26,30627,29527,220,8,128,0,0,744,550,194,16898,24875,12655,12220
2022,Erie County,Pennsylvania,270495,134616,135879,99.1,14328,15628,16381,19300,18174,34448,31525,32406,18547,19046,29906,14690,6116,39.9,56590,220536,213905,200486,61913,50712,213905,105560,108345,97.4,50712,22801,27911,81.7,270495,255630,14865,255630,227590,18828,504,68,0,1,31,5142,1201,42,49,627,455,65,282,531,1981,60,0,30,23,7,3506,14865,5801,844,1331,4545,331,417,270495,241385,26674,2490,7218,224,8774,270495,12637,2377,7709,167,2384,257858,223499,18087,353,5142,60,1148,9569,1623,7946,119910,209782,103316,106466
2022,Fayette County,Pennsylvania,128417,64341,64076,100.4,6422,7133,6609,6808,6820,15470,14631,17036,9776,9662,16481,7919,3650,45.2,24644,106890,103773,100366,34103,28050,103773,51572,52201,98.8,28050,12562,15488,81.1,128417,123249,5168,123249,116188,5437,98,12,0,0,4,645,221,42,51,136,167,13,62,0,46,51,0,51,0,0,830,5168,1640,553,127,1957,37,120,128417,120870,7864,1024,1243,248,2958,128417,1780,711,609,15,445,126637,115547,5408,41,644,51,473,4473,1499,2974,62005,102723,50794,51929
2022,Forest County,Pennsylvania,6959,4582,2377,192.8,278,193,153,201,418,1182,933,812,562,634,955,431,207,46.2,754,6312,6205,6096,1991,1593,6205,4245,1960,216.6,1593,832,761,109.3,6959,6479,480,6479,4982,1106,13,2,0,0,11,154,112,42,53,18,5,0,0,0,19,0,0,0,0,0,224,480,22,71,108,54,1,4,6959,5436,1148,101,445,204,304,6959,508,173,244,10,81,6451,4781,1092,13,154,0,4,407,13,394,7045,6050,4133,1917
2022,Franklin County,Pennsylvania,156084,77293,78791,98.1,8783,9826,9568,9487,8274,19009,18361,20315,10215,11345,17351,9143,4407,42.2,34202,125692,121882,116477,37625,30901,121882,59559,62323,95.6,30901,13921,16980,82.0,156084,149067,7017,149067,139482,5353,495,0,0,0,0,1237,290,42,55,266,117,39,99,92,334,35,0,35,0,0,2465,7017,2241,635,728,2607,82,135,156084,145947,8084,1342,2334,145,5467,156084,10108,3672,2287,232,3917,145976,134354,4951,71,1216,0,320,5064,1277,3787,66443,119210,58416,60794
2022,Fulton County,Pennsylvania,14545,7485,7060,106.0,691,790,836,864,785,1570,1634,1998,1100,1100,1779,1083,315,45.7,2868,12078,11677,11234,3883,3177,11677,5984,5693,105.1,3177,1479,1698,87.1,14545,14244,301,14244,13782,197,2,0,1,0,0,39,0,42,57,31,0,0,0,0,8,0,0,0,0,0,224,301,80,86,20,103,0,0,14545,14080,277,88,68,9,330,14545,197,100,54,2,41,14348,13697,197,2,31,0,147,274,79,195,7119,11612,5936,5676
2022,Greene County,Pennsylvania,35781,18713,17068,109.6,1748,1872,1936,2401,2286,4372,4175,4817,2685,2434,4325,2075,655,43.1,6842,29852,28939,27109,8650,7055,28939,15118,13821,109.4,7055,3266,3789,86.2,35781,34278,1503,34278,33087,979,7,0,0,0,0,53,0,42,59,35,0,9,7,0,2,17,0,0,0,17,135,1503,375,217,137,561,34,63,35781,34471,1522,332,190,44,814,35781,574,120,165,52,237,35207,32810,959,0,53,0,86,1299,493,806,16185,28832,15049,13783
2022,Huntingdon County,Pennsylvania,44123,23607,20516,115.1,1923,2209,2236,2865,2909,5287,5322,5734,3254,3042,5295,2856,1191,43.6,7824,37256,36299,34296,11203,9342,36299,19688,16611,118.5,9342,4417,4925,89.7,44123,42592,1531,42592,39949,2062,109,17,0,0,0,189,10,42,61,51,58,0,13,43,14,2,0,0,1,1,281,1531,436,332,260,367,19,17,44123,41428,2613,506,457,24,707,44123,931,263,347,67,254,43192,39549,1983,95,175,2,35,1353,286,1067,20957,36026,19552,16474
2022,Indiana County,Pennsylvania,83394,41593,41801,99.5,3794,4120,4227,7684,9172,8714,8413,9131,5741,5937,9555,4641,2265,39.6,14928,70363,68466,61437,20413,16461,68466,34023,34443,98.8,16461,7530,8931,84.3,83394,80649,2745,80649,77644,1881,49,9,0,0,0,699,262,42,63,175,67,3,15,23,154,2,0,2,0,0,374,2745,749,291,369,1105,83,2,83394,80191,2829,473,1183,4,1492,83394,1295,428,256,132,479,82099,77041,1825,19,699,2,155,2358,758,1600,37678,67635,33577,34058
2022,Jefferson County,Pennsylvania,44326,22308,22018,101.3,2439,2656,2651,2653,2353,4971,4937,5442,3295,3475,5417,2854,1183,43.7,9441,36098,34885,33534,11518,9454,34885,17439,17446,100.0,9454,4392,5062,86.8,44326,43447,879,43447,42916,192,22,0,0,5,0,120,54,42,65,20,7,11,28,0,0,0,0,0,0,0,197,879,194,208,55,311,0,7,44326,43781,474,288,197,0,562,44326,436,246,124,5,61,43890,42698,168,22,120,0,109,773,259,514,22065,34815,17405,17410
2022,Juniata County,Pennsylvania,23535,11805,11730,100.6,1364,1570,1251,1558,1299,2646,2624,2942,1689,1753,2732,1490,617,42.7,5228,19085,18307,17633,5837,4839,18307,9213,9094,101.3,4839,2281,2558,89.2,23535,22762,773,22762,22155,278,0,0,0,0,0,100,0,42,67,10,55,3,10,5,17,0,0,0,0,0,229,773,20,77,36,575,0,2,23535,22926,360,80,136,0,869,23535,985,45,262,4,674,22550,21847,278,0,100,0,49,276,143,133,10502,17916,8940,8976
2022,Lackawanna County,Pennsylvania,215672,105900,109772,96.5,11004,11647,13507,14251,13291,26419,25411,26792,14355,15834,24509,12128,6524,41.9,44078,177591,171594,161316,52401,43161,171594,82991,88603,93.7,43161,18745,24416,76.8,215672,201037,14635,201037,183886,5837,161,3,0,2,11,6193,2805,42,69,664,434,42,246,173,1829,106,0,18,0,88,4854,14635,3392,706,958,7319,254,554,215672,197469,10938,1595,7634,283,13643,215672,19428,2772,10113,427,6116,196244,176691,5598,106,6165,88,731,6865,1594,5271,99900,166533,80647,85886
